id_diagnostico,sector,tamano_empresa,porcentaje_procesos_documentados,presupuesto_anual_tecnología,respuesta_texto,nivel_madurez,recomendacion_principal
DIAG_1872,Retail,Grande,0.66,50000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_1873,Manufactura,Micro,0.47,42000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_1874,Manufactura,Micro,0.39,35000000,Intentamos usar software básico pero el equipo no se adapta del todo. Nos gustaría mejorar pronto.,En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales.
DIAG_1875,Manufactura,Mediana,0.79,53000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_1876,Servicios,Grande,0.55,145000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
"DIAG_1877,Tecnología,Micro,0.01,3000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
"DIAG_1878,Retail,Pequeña,0.08,2000000,""Todo es manual, dependemos de una sola persona para la contabilidad. Nos gustaría mejorar pronto."",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas."
DIAG_1879,Tecnología,Mediana,0.76,85000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1880,Retail,Micro,0.45,30000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_1881,Retail,Mediana,0.78,101000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
"DIAG_1882,Tecnología,Micro,0.45,42000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía. Nos gustaría mejorar pronto."",En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs."
"DIAG_1883,Manufactura,Micro,0.33,27000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales."
"DIAG_1884,Servicios,Pequeña,0.06,9000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_1885,Manufactura,Grande,0.67,109000000,Tenemos procesos estandarizados en la mayoría de áreas clave. Nos gustaría mejorar pronto.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
"DIAG_1886,Tecnología,Pequeña,0.04,10000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
"DIAG_1887,Tecnología,Pequeña,0.04,6000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
DIAG_1888,Retail,Mediana,0.72,144000000,Usamos un ERP pero nos falta integración con la parte de ventas. Nos gustaría mejorar pronto.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_1889,Tecnología,Grande,0.84,221000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
"DIAG_1890,Servicios,Pequeña,0.05,4000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas. Nos gustaría mejorar pronto."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_1891,Manufactura,Mediana,0.58,112000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_1892,Manufactura,Mediana,0.75,137000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
DIAG_1893,Tecnología,Grande,0.66,76000000,Usamos un ERP pero nos falta integración con la parte de ventas.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1894,Servicios,Mediana,0.56,139000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
"DIAG_1895,Manufactura,Micro,0.28,39000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Implementar un sistema MRP básico para la planificación de materiales."
DIAG_1896,Tecnología,Pequeña,0.24,47000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
"DIAG_1897,Servicios,Micro,0.14,6000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_1898,Tecnología,Pequeña,0.34,31000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_1899,Tecnología,Pequeña,0.29,39000000,Intentamos usar software básico pero el equipo no se adapta del todo.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
DIAG_1900,Tecnología,Grande,0.68,138000000,Documentamos todo y tenemos claridad de los roles y responsabilidades.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
"DIAG_1901,Servicios,Grande,0.05,6000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_1902,Servicios,Grande,0.81,269000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling.
DIAG_1903,Tecnología,Grande,0.15,10000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados.
"DIAG_1904,Tecnología,Pequeña,0.48,48000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs."
"DIAG_1905,Retail,Pequeña,0.13,1000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas."
DIAG_1906,Manufactura,Pequeña,0.64,71000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
"DIAG_1907,Retail,Pequeña,0.29,15000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía. Nos gustaría mejorar pronto."",En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital."
DIAG_1908,Retail,Grande,0.72,69000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
DIAG_1909,Manufactura,Micro,0.03,2000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Estandarizar el registro diario de mermas e inventario en plantillas compartidas.
DIAG_1910,Servicios,Pequeña,0.4,39000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_1911,Tecnología,Grande,0.86,218000000,El equipo es autónomo y la analítica nos guía en cada decisión.,Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software.
DIAG_1912,Manufactura,Mediana,0.92,423000000,Nuestros procesos se auditan solos con inteligencia de negocios. Nos gustaría mejorar pronto.,Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
"DIAG_1913,Servicios,Micro,0.18,3000000,""No tenemos procesos definidos, usamos hojas de cálculo desordenadas."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
DIAG_1914,Manufactura,Mediana,0.65,50000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
"DIAG_1915,Servicios,Micro,0.24,22000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía. Nos gustaría mejorar pronto."",En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes."
"DIAG_1916,Manufactura,Grande,0.87,484000000,""Todo está automatizado, usamos datos para mejorar continuamente. Nos gustaría mejorar pronto."",Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado."
DIAG_1917,Retail,Mediana,0.62,111000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas. Nos gustaría mejorar pronto.,Definido,Integrar el ERP de inventarios con el CRM para campañas de fidelización.
"DIAG_1918,Servicios,Pequeña,0.32,43000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes."
"DIAG_1919,Servicios,Micro,0.14,2000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios."
"DIAG_1920,Servicios,Micro,0.3,46000000,""Tenemos algunos sistemas aislados, hay mucho desorden todavía."",En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes."
DIAG_1921,Servicios,Micro,0.13,7000000,Perdemos mucha información porque todo se anota en cuadernos.,Inicial,Digitalizar la base de datos de clientes y centralizar la agenda de servicios.
DIAG_1922,Tecnología,Mediana,0.58,131000000,Documentamos todo y tenemos claridad de los roles y responsabilidades. Nos gustaría mejorar pronto.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1923,Servicios,Mediana,0.41,44000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Implementar un CRM para el seguimiento estructurado de ventas y clientes.
DIAG_1924,Tecnología,Pequeña,0.36,34000000,Hay guías básicas pero no siempre se cumplen los estándares.,En Desarrollo,Integrar herramientas de tickets con repositorios y documentar APIs.
"DIAG_1925,Tecnología,Pequeña,0.07,10000000,""Todo es manual, dependemos de una sola persona para la contabilidad."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
DIAG_1926,Servicios,Grande,0.64,55000000,Tenemos procesos estandarizados en la mayoría de áreas clave. Nos gustaría mejorar pronto.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_1927,Servicios,Grande,0.52,126000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
DIAG_1928,Manufactura,Grande,0.93,162000000,Operamos con metodologías ágiles y sistemas integrados en la nube.,Optimizado,Implementar sensores IoT en maquinaria para mantenimiento predictivo automatizado.
"DIAG_1929,Retail,Mediana,0.08,8000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Implementar un sistema POS básico para abandonar el registro manual de ventas."
"DIAG_1930,Tecnología,Micro,0.15,9000000,""El trabajo es muy empírico, no hay documentación de lo que hacemos."",Inicial,Mapear flujos de trabajo de desarrollo y usar repositorios de código centralizados."
DIAG_1931,Retail,Pequeña,0.36,18000000,Estamos empezando a documentar nuestros procesos pero falta mucho.,En Desarrollo,Centralizar el inventario de todas las sucursales en un único sistema digital.
DIAG_1932,Servicios,Grande,0.6,108000000,Las áreas se comunican bien gracias a nuestras herramientas tecnológicas.,Definido,Automatizar la facturación y las encuestas de satisfacción post-servicio.
"DIAG_1933,Retail,Grande,0.82,340000000,""Todo está automatizado, usamos datos para mejorar continuamente. Nos gustaría mejorar pronto."",Optimizado,Automatizar pronóstico de demanda con modelos predictivos en tiempo real."
"DIAG_1934,Tecnología,Grande,0.87,476000000,""Todo está automatizado, usamos datos para mejorar continuamente."",Optimizado,Aplicar MLOps y analítica predictiva para optimizar el ciclo de vida del software."
"DIAG_1935,Servicios,Grande,0.84,281000000,""Todo está automatizado, usamos datos para mejorar continuamente."",Optimizado,Utilizar analítica avanzada para hiper-personalización y recomendaciones de up-selling."
DIAG_1936,Tecnología,Grande,0.74,123000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Implementar CI/CD y pruebas automatizadas para garantizar calidad en entregas.
DIAG_1937,Manufactura,Pequeña,0.61,110000000,Tenemos procesos estandarizados en la mayoría de áreas clave.,Definido,Conectar los datos de producción en planta con el ERP financiero de la empresa.
